"","group","s__Actinomyces_graevenitzii","s__Rothia_mucilaginosa","s__Collinsella_aerofaciens","s__Bacteroides_coprocola","s__Bacteroides_dorei","s__Bacteroides_plebeius","s__Butyricimonas_synergistica","s__Parabacteroides_goldsteinii","s__Porphyromonas_gingivalis","s__Alloprevotella_unclassified","s__Paraprevotella_clara","s__Prevotella_copri","s__Prevotella_histicola","s__Prevotella_melaninogenica","s__Prevotella_pallens","s__Gemella_haemolysans","s__Lactobacillus_crispatus","s__Lactobacillus_salivarius","s__Streptococcus_downei","s__Clostridium_asparagiforme","s__Pseudoflavonifractor_capillosus","s__Eubacterium_limosum","s__Coprococcus_eutactus","s__Oribacterium_sinus","s__Catenibacterium_mitsuokai","s__Erysipelotrichaceae_bacterium_2_2_44A","s__Anaeroglobus_geminatus","s__Megamonas_funiformis","s__Fusobacterium_mortiferum","s__Sutterella_wadsworthensis","s__Aeromonas_veronii","s__Klebsiella_unclassified","s__Aggregatibacter_aphrophilus","cluster"
"250","1",0,0.03558,0,0,7.68422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0.19124,0,0,0,0,7.03735,0,0,0.00441,2
"251","1",0,0.00498,0.24226,4.2957,0.01291,3.63399,0,0,0,0,0.1956,49.26431,0,0,0,0.00816,0,0,0,0.02604,0.00459,0,0,0.00996,0.28171,0,0,0.59097,0.2501,1.80396,0.00472,0,0,1
"252","1",0.02628,0.27398,0.15296,0,0.0807,0,0,0.00379,0,0.01998,0,7.1345,0,0.09843,0.04897,0.04258,0,0,0,0,0,0,0,0.07436,0,0,0,0,0,1.20206,0,0.03473,0,1
"253","1",0,0.46588,0.65682,0,9.02369,0,0,0.08325,0,0,0,0,0,0,0,0,0,0.00727,0,0.06789,0,0.0039,0,0.14857,0,0.03088,0,0,2.32623,0.62012,0,0,0,1
"254","1",0,0,0.21757,0,30.05372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0.00034,0,0,0,0,0,0,0,0,1.54849,0,0,0,2
"255","0",0,0,0.18085,0,0.59484,2.7656,0,0,0,0,0,47.6582,0,0,0,0,0,0,0,0,0.03292,0,0,0,0.13174,0,0,0,0,0,0,0,0,1
"256","0",0,0,0.06351,0,0,3.48977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05257,0.24058,0,0,0,0,0,0,0,0,0,0,0,0,2
"257","1",0,0,0.40496,0,2.59635,0,0,0,0,0,1.39932,0,0,0,0,0,0,0,0,0.07753,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"258","1",0,0.00283,1.64018,0,0.11133,3.31346,0,0.00309,0,0,0.55659,47.7446,0,0,0,0.01623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"259","1",0.01788,0.17467,1.31002,0,13.66716,24.25333,0,0.09899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"260","0",0,0,0.61626,0,13.08559,0,0,0,0,0,0,39.74703,0,0,0,0,0,0,0,0.06374,0.05995,0,0,0,0,0,0,0,0,0,0,0,0,2
"261","1",0,0.01737,0.28664,0,0,3.05547,0,0,0.00187,0,0.03006,1.87798,0,0.01556,0.00488,0.00914,0,0,0,0,0.02079,0,0,0.00429,0,0.00545,0,0.38008,0,5.45817,0,0,0,1
"262","0",0,0.00139,0.95539,0,2.62575,3.05666,0,0,0,0,0,1.59241,0,0,0,0,0,0,0,0.01194,0.01789,0,0,0,0,0.0074,0,0,0,0,0,0,0,2
"263","0",0,0.01192,0.97416,29.12873,0.06629,17.36361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293,0,0,0,2.8118,0.90931,0,0,0,0,1
"264","1",0,0,0.07697,0,4.25378,5.59055,0,0,0,0,0,1.59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"265","1",0,0,0.51485,8.52355,0.18696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14153,0,0.00885,0,0,0,0,0,0.80692,0.27691,0,0,0,0,1
"266","1",0,0,0.17267,9.73025,0.83993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11702,0.01945,0,0,0,0,0,0,0,0,1.15679,0,0.00692,0,1
"267","1",0,0,0.48878,0,0.43887,0,0,0.69696,0,0,0.52801,0,0,0,0,0,0,0,0,0.05679,0.02144,0,0,0,0,0.00075,0,0,3.17073,0.32183,0,0,0,2
"268","0",0,0,2.99657,0,1.60131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,2
"269","1",0,0,0.35363,8.66192,3.38308,3.88415,0,0,0,0,0,13.71799,0,0,0,0,0,0,0,0.00881,0.01343,0,0,0,0,0,0,0.43672,0,1.43801,0,0.00459,0,1
"270","1",0,0,0.60435,24.29849,0.61604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01467,0,0,0,0,0,0,0,0.80701,0.00486,0,0,0.29104,0,1
"271","0",0,0.00503,0.22844,0,0.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13806,0.04166,0,0,0,0,0.00067,0,0,0,2.83201,0,0.00557,0,2
"272","1",0,0,0.80868,0,5.45199,0,0,0.18715,0,0,0,0,0,0,0,0,0.00126,3.26288,0.02059,0.04428,0,0,0,0,0,0,0,0,0,2.87013,0,0,0,2
"273","1",0,0.04617,0,24.54994,0.00413,32.94061,0,0.01757,0,0.00305,0.12241,0,0,0,0,0.00698,0,0,0,0,0,0,0,0.00114,0,0,0,0,0,0,0,0.12401,0,1
"274","1",0,0.00055,0,18.23592,0,0,0,0,0,0,0,0,0,0.00031,0,0.01014,0,0,0,0.09385,0,0,0,0,0,0.00124,0,0,0,0,0,0,0,2
"275","1",0,0,0.90304,0,0.12096,0,0,0.5229,0,0,0,0,0,0,0,0,0,0,0,0.15072,0.08533,0.005,0,0,0,0.02579,0,0,0,0.01218,0,0,0,2
"276","0",0,0,0.06701,0,4.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"277","1",0,0,0.32346,7.05114,0.44476,0,0,0,0,0,0.51594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33991,0,0,0,1
"278","0",0,0.074,1.94086,0,0.31569,3.38931,0,0,0,0,0.30516,0,0,0.03375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15858,4.98086,0,0,0,1
"279","0",0,0.01185,0,0,0.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07114,0,0,0,0,0.00722,0,0,0,0,0,0,0,2
"280","0",0.04072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,2
"281","0",0,0,3.07931,0,0.001,0.26833,0,0.05546,0,0,0,0,0,0,0,0,0,0,0,0.02316,0,0,0,0,0,0.00083,0,0,0,2.67657,0,0,0,1
"282","0",0,0,0.42715,0,0.16904,0,0,0.03757,0,0,0,5.30484,0,0,0,0,0,0,0,0.03617,0.01854,0,0,0,0.5353,0,0,2.54928,1.0339,0.21381,0,0,0,1
"283","0",0,0,0.3035,0,0.79708,5.73014,0,0.0036,0,0,0.83299,0,0,0,0,0,0,0,0,0.02863,0.00629,0,0,0,0,0.00265,0,0,0,0,0,0,0,1
"284","0",0,0.00755,0.42772,3.80289,0.50732,0.28604,0.0236,0.01203,0,0,0.65618,26.27899,0,0,0,0,0,0,0,0.02028,0.03516,0,0,0,0,0,0,0,0,1.57561,0,0,0,1
"285","0",0,3e-04,0.42344,0,12.55065,0,0,0,0,0,0,0,0,0,0,0,0,0.00854,0,0.00085,0.03536,0,0,0,0,0,0,0,0,1.12232,0,0,0,2
"286","1",0.00283,0,2.51836,0,0,0,0,0,0,0,0,0,0.13089,0.02128,0.01013,0,0.00562,0.46606,0.00524,0.06755,0.16143,0,0,0,0,0.00174,0,0,0,0,0,0.00925,0,2
"287","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7171,0.02177,0,0,0,0,0,0,0,0,0,0,0,0,2
"288","0",0,0.0229,5.63866,0,2.81314,0,0,0.0085,0.02246,0,0.51836,0,0,0,0,0,0,0.00225,0,0.01028,0,0,0,0,0,0,0,0,0,0.66302,0,0,0,2
"289","1",0,0,0.11686,26.81662,0.06912,18.57759,0,0,0,0,0.53051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"290","1",0,0.00909,0.10856,2.3356,0,0,0,0.05444,0,0,0.59527,0,0,0,0,0.00414,0,0,0,0.01219,0.00739,0,0,0.012,0,0,0,0.01075,0,1.42015,0,0,0,1
"291","1",0,0,4.83665,12.93286,0.66789,6.73674,0,0.07111,0,0,0.40631,0,0,0,0,0,0,0,0,0.00322,0,0,0,0,0,0,0,0,0,3.60385,0,0,0,1
"292","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.93066,0,0,0,0,2
"293","0",0,0,0.02948,17.68118,10.37066,0,0,0,0,0,1.44392,0,0,0,0,0,0,0,0,0.00338,0.0116,0,0,0,0,0.0032,0,0,0,0.64719,0,0,0,1
"294","1",0.00327,0.25141,1.02068,0,0,0,0,0,0,0,0,0,0,0,0,0.18154,0.00285,0.00515,0,0,0,0,0,0.00189,0,0,0,0,5.15827,0.33116,0,0.00745,0,1
"295","0",0.00252,0.01227,5.88832,0,0.07503,0.14784,0,0.02612,0,0,0.034,36.82082,0,0,0,0.0022,0,0,0,0.06814,0,0.00893,0,0.0111,0.43265,0,0,0,1.48968,1.71859,0,0,0,1
"296","0",0,0.02713,2.08309,0,0,18.77037,0,0.03022,0,0,0,0,0,0,0,0,0,0,0,0.02204,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"297","0",0,0,0.27508,3.36175,0,1.79088,0,0,0,0,0.20738,20.65623,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.60278,0,1.54532,0,0,0,1
"298","0",0,0.00461,0.38618,0,1.98942,2.47002,0,0.00777,0,0,0,0,0,0,0,0,0,0,0,0.00331,0.0138,0,0,0,0,0,0,0,0,0,0,0,0,2
"299","0",0,0.03898,0.92045,0,0.01403,0,0,0,0,0,0.39518,5.80647,0,0,0,0,0,0,0,0.10816,0.03215,0,0,0,0.67566,0,0,0,0,0.08564,0,0,0,1
"300","0",0,0.00149,2.25402,0,0.01073,0,0,0,0,0,0,2.33012,0,0,0,0,0,0,0,0,0,0,0,0,0.20395,0,0,0,0,2.11056,0,0.00584,0,1
"301","0",0,0,0.09021,0,0.1399,1.81886,0.07551,0,0,0,0.25346,32.88707,0,0,0,0,0,0,0,0.00032,0.01633,0,0,0,0,0,0,0,0,0,0,0,0,1
"302","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14734,0,0,0,0,0.0087,0,0,0.01533,0,0,0.30718,0,7.34611,0,0,0,0,2
"303","0",0,0,0.26614,0,10.53592,20.86297,0,0.16768,0,0,0,0,0,0,0,0,0,0,0,0,0.04895,0,0,0,0,0,0,0,0,0,0,0,0,2
"304","0",0,0,1.21649,0,12.52784,26.63462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00915,0,0,0,0,0,0,0,0,1.27142,3.2524,0,0,0,1
"305","1",0,0.0082,1.16634,0,0.04318,7.4077,0,0.00173,0,0,0.44486,0,0,0,0,0,0,0,0,0.0212,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"306","0",0,0,0,0,4.84276,0,0,0,0,0,0,36.08011,0,0,0,0,0,0,0,0.02468,0,0,0,0,0,0,0,5.93547,0.25506,0,0,0,0,1
"307","1",0,0,0.12548,0.11384,0.00443,2.4058,0,0,0,0,0,49.80359,0,0,0,0,0,0,0,0.02424,0.00875,0,0,0,0.1469,0,0,0.18283,0,0,0,0,0,1
"308","1",0,0,0.66235,0,0.00392,7.35412,0,0,0,0,0.622,13.88964,0,0,0,0,0,0,0,0.00671,0,0,0,0,0,0,0,2.88254,0,0,0,0,0,1
"309","0",0,0,0.10055,0,1.45541,0,0,0,0,0,0,0,0,0,0,0,0.42152,0,0,0,0.00583,0,0,0,0,0,0,0,0,0,0,0.5588,0,2
"310","0",0,0.03179,0.49852,0,1.1802,34.3093,0,0.00957,0,0,0,0,0,0,0,0.04934,0,0,0,0.02883,0.00198,0,0,0,0,0,0,0,0,4.57324,0,0,0,1
"311","1",0.2329,0.20643,0.97917,2.98155,19.51809,4.86548,0,0,0,0.00348,0.41949,0.60198,0.00618,0.08116,0.00312,0.1229,0,0,0,0,0,0,0,0.02448,0,0,0.001,0.00891,0.25732,3.60625,0,0,0,1
"312","0",0,0,0.20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"313","1",0,0,0.21553,3.3207,0.76359,1.63594,0,0,0,0,0,41.38834,0,0,0,0,0,0,0,0.05241,0,0,0,0.00211,0,0,0,0,0,0,0,0,0,1
"314","1",0,0,1.89512,4.64438,0.46091,0.32862,0,0,0,0,0.21482,28.83416,0,0,0,0,0,0,0,0.02679,0,0,0,0,0,0,0,0,0.77303,0.75463,0,0,0,1
"315","0",0,0,0,0,13.23459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653,0.06253,0,0,0,0,0,0,0,0,0,0,0,0,2
"316","0",0,0,0.19392,0,2.71386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02051,0.01201,0,0,0,0,0.00276,0,0,0,0,0,0.00315,0,2
"317","0",0,0,0,14.87504,0.20186,0,0,0,0,0,0.82745,0,0,0,0,0,0,0.20866,0,0.01277,0,0,0,0,0,0.00566,0,0,0,0.43125,0,0.00407,0,1
"318","0",0,0.00603,0.29489,0,0.08591,0,0,0,0,0,4.03065,0,0,0,0,0,0,0,0,0.15718,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"319","0",0,0,0.81032,0,2.09694,0,0,0.04158,0,0,0,5.944,0,0,0,0,0,0,0,0.04527,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"320","1",0,0.04466,2.23476,5.87184,0.0349,0,0,0,0,0,0,14.82346,0,0,0,0,0,0,0,0.02537,0.04091,0,0,0,0,0.00429,0,0,0,0,0,0,0,2
"321","0",0,0.00563,0.7396,4.52826,0.29404,4.52175,0,0.02613,0,0,0,0,0,0,0,0,0,0,0,0,0.01814,0,0,0,0,0,0,0.0736,0,0,0,0,0,1
"322","0",0,0.1386,0.17117,2.81299,0.01993,2.97566,0,0,0,0,0.49919,23.79074,0,0,0,0,0,1.01133,0,0.00901,0,0,0,0,0,0,0,0,0.01271,0.94958,0,0,0,1
"323","0",0,0,0,5.51307,2.81345,0,0,0,0,0,0,36.13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01298,0,0.9205,1.69025,1.77482,0,0,0,1
"324","0",0.00042,0.03633,0.15264,0,0.09354,0,0,0.02002,0,0,0.19801,55.10302,0,0,0,0,0,0,0,0.08392,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"325","1",0,0.00069,0.94164,0,0.37382,0,0,0.00297,0,0,0,0,0,0,0,0,0,0,0,0.37076,0.02997,0,0,0,0,0,0,0,0,0,0,0,0,2
"326","0",0,0.00602,0.47165,0,1.84074,0,0,0.02023,0,0,0.35788,0,0,0,0,0,0,0,0,0.06647,0.00528,0,0,0.00119,0,0,0,0.04537,0,0.8991,0,0,0,2
"327","0",0,0,0.62258,6.86832,5.7796,8.42375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01714,0,0,0,0,0,0,0,2.50404,0,0,0,0,0,1
"328","0",0,0.00322,1.17971,0,1.7637,0,0,0.01834,0,0,0.38504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23553,0,0.00485,0,2
"329","1",0,0.01244,0,0,0,0,0,0,0,0,0,0,0,0.00206,0,0.00174,0,0,0,0,0.00905,0,0,0,0,0,0.00039,0,1.40121,0,0,0,0,2
"330","0",0,0,0,2.64678,0,6.92563,0,0,0,0,0.02544,39.47654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"331","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01234,0,0,0,0.06393,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"332","0",0,0.00543,2.56702,0,3.57122,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0.02661,0.00638,0,0,0,0,0.01786,0,0,0,0,0,0,0,2
"333","0",0,0.06918,1.16336,0,0.27338,3.02537,0,0,0,0,0,12.07411,0,0,0,0.00603,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33419,0,0,0,1
"334","1",0,0,0.24022,0,0.22447,8.00385,0,0.00427,0,0,0,0,0,0,0,0,0,0,0,0.0671,0.02237,0,0,0,0,0,0,0,0.22764,2.54256,0,0,0,1
"335","0",0,0,0.0619,0,1.4248,0,0,0,0,0,0.78298,0,0,0,0,0,0,0,0,0.02819,0.01922,0,0,0,0,0.003,0,0,0,0,0,0,0,2
"336","0",0,0,0.66609,0,4.9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06781,0.00203,0,0,0,0,0.00035,0,0,5.41667,0,0,0,0,2
"337","1",0,0,0.28058,0,0,0.33937,0,0.12284,0,0,2.6809,0,0,0,0,0,0,0,0,0.04103,0,0,0,0,0,0,0,0,1.79547,1.40953,0,0,0,1
"338","0",0,0,0.1132,0.66104,0.00478,0.32623,0,0,0,0,0,64.84501,0,0,0,0.00148,0,0.35041,0,0,0,0,0,0,0.05458,0,0,0,0,0.42415,0,0,0,1
"339","1",0,0.00177,1.30828,11.58194,0.03574,16.58711,0,0,0,0,0,0,0,0,0,0.00562,0,0,0,0.00055,0,0,0,0.00107,0,0.00154,0,0,0,0,0,0,0,1
"340","1",0,0.00489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06721,0.00253,0,0,9e-04,0,0,0,0,0,0,0,0,0,2
"341","0",0,0,0,0,27.09521,0,0,0.79456,0,0,0,0,0,0,0,0,0,0,0,0.04842,0.02283,0,0,0,0,0,0,0,0,0,0,0,0,2
"342","0",0,0,0.45866,16.40898,2.89524,0,0,0.26449,0,0,0,0,0,0,0,0,0,0,0,0.93703,0.00449,0,0,0,0,0.00057,0,0,0,0,0,0,0,2
"343","0",0,0,1.9295,0,6.98746,0,0,0,0,0,0,9.85999,0,0,0,0.0756,0,0,0,0.01594,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"344","0",0.00069,0,0.78194,0,7.21524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0,0,0,0,0,0,0,0,0,0,0,2
"345","0",0,0,1.79599,0,0,0,0,0.79501,0,0,0.18848,0,0,0,0,0,0,0,0,0.03753,0.00026,0.00067,0,0,0,0.00322,0,0,0,0.26628,0,0,0,2
"346","0",0,0.01307,0.45687,0,0.01135,0,0,0.0168,0,0,0.92131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"347","0",0,0.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0.00747,0,0,0,0,0,0,0,8.12293,0,0,0,1
"348","0",0,0.25618,1.7646,0,1.6098,0.17368,0,0.04872,0,0,0.12339,28.01929,0,0,0,0.00254,0,0,0,0.03328,0.00703,0,0,0,0,0,0,0,0,0.1033,0,0,0,1
"349","0",0,0.00024,1.6667,0,0,7.85869,0,0,0,0,1.01307,5.82074,0,0,0,0,0,0,0,0.08836,0,0.07966,0,0,0,0.01182,0,0,0.25753,2.79951,0,0,0,1
"350","0",0,0.09181,0,0,0,34.77922,0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0.05593,0,0,0,0.07652,0,0,0,0,0,0,0,0,0,1
"351","0",0,0.23128,0.92332,0,11.96411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472,0.00074,0,0,0.03367,0,0,0,0,0,3.65836,0,0,0,2
"352","0",0,0,0,12.06507,9.18162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1341,0.04621,0,0,0,0,0,0,0,0,0,0,0,0,2
"353","0",0,0,0,0,0.23796,0,0,1.56026,0,0,0,0,0,0,0,0,0,0,0,0.02385,0.01344,0.00417,0,0.00346,0,0.00731,0,0,0,0,0,0,0,2
"354","0",0,0.01681,0.82382,0,0,14.27705,0,0,0,0,0.15088,0,0,0,0,0,0,0.01841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"355","0",0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818,0,0,0,0,0,0,0,0,1.07231,0,0,0,2
"356","0",0,0.03453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01193,0,0,0,0.13215,0,0,0,0,0,0.00836,0,0,0,0,0,0.01756,0,2
"357","0",0,0.01284,0,0,0.99197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"358","0",0,0,0.73356,0,0.01009,0.26073,0,0.00319,0,0,0,0.48975,0,0,0,0,0,0,0,0,0.0018,0,0,0,1.432,0,0,0,0,0,0,0,0,1
"359","0",0,0,0.33846,0.30047,0.18874,0,0.01952,0.31241,0,0,0.18064,47.59475,0,0,0,0,0,0.06791,0,0,0,0,0,0,0.27994,0,0,0,0,0,0,0,0,1
"360","1",0.00507,5e-04,0.49299,0,0,0,0,0,0,0,0,0,0,0,0,0.00263,0,0,0,0.06552,0.00132,0,0,0,0,0.01939,0,0,0,0,0,0,0,2
"361","0",0,0,0.35538,0,2.35789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"362","1",0,0.00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07796,0,0,0,0,0,0,0,0,0,0.20042,0,0,0,4.67818,0,0.01781,0,1
"363","1",0,0,0.35789,0,9.94701,0,0,0.0545,0,0,0,0,0,0,0,0,0,0,0,0.00987,0.07616,0,0,0,0,0.00398,0,0,0,2.1611,0,0,0,2
"364","0",0,0,1.52472,0,0.11012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02276,0,0,0,0,0,0,0,0,1.88185,0,0,0,0,2
"365","0",0,0,0,0,7.05945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38302,0,0,0,0,0,0,0,0,0,0,0,0.01953,0,2
"366","1",0,0.17505,0,5.79763,1.48509,2.98051,0,0,0,0,0,0,0,0,0,0.00358,0,0,0,0,0,0,0,0.00262,0,0,0,0,0,0,0,0.15525,0,1
"367","1",0,0,0.58969,0,0,0,0,0.78463,0,0,0,0,0,0,0,0,0,0,0,0.14641,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"368","1",0,0.00312,0.6244,0,9.70904,7.28824,0,0.02228,0,0,0,1.52784,0,0,0,0,0,0,0,0.00109,0.02857,0,0,0.01314,0,0.01037,0,0,0,0,0,0,0,2
"369","1",0,0,3.16529,0,3.14062,4.7954,0,0,0,0,0,0,0,0,0,0.00594,0,0,0,0,0.00585,0,0,0,0,0.00728,0,0,0.00367,0.05288,0,0,0,1
"370","1",0,0,0.42996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166,0,0,0,1.2465,0,0,0,0,0,2
"371","1",0.013,0.01694,3.53595,12.94663,2.70413,0,0,0.15934,0,0,0,0,0,0,0,0.01581,0,0,0,0.01109,0,0,0,0.00406,1.35787,0,0,0,0,0,0,0,0,1
"372","1",0,0.00116,4.00395,13.15931,0,1.88505,0,0,0.00858,0.00739,0,0,0,0,0,0.00164,0,0,0,0.00879,0,0,0,0,0,0.0041,0,0,0.09705,0,0,0,0,1
"373","1",0,0.02782,0.16111,0.28632,0.04378,0.2361,0,0.09339,0,0,0.00324,0,0,0,0,4e-04,0,0,0,0,0,0.00816,0,0.01133,0,0,0,0,0,0,0,0.00219,0,1
"374","1",0,0.00359,1.25428,0,0,0,0,0.01543,0,0,0,39.24925,0,0,0,0,0,0.00344,0,0.00588,0.00243,0,0,0,0,0.00399,0,0.02688,0,0.29383,0,0,0,2
"375","0",0,0,0,0,0.55919,0,0,0.75496,0,0,0,0,0,0,0,0,0,0,0,0.17831,0.00219,0,0,0,0,0.00603,0,0,0.03704,0,0,0,0,2
"376","1",0,0.01298,0,0,48.98117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53365,0,0,0,0,0.02796,0,2
"377","1",0,0.0115,0.22596,0,0.07076,3.84538,0,0.01824,0,0,0.10503,4.68959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277,0,0,0,2.09159,0,0,0,1
"378","0",0,0.01858,0,0.01925,4.64097,0,0,0,0,0,0,0.37646,0,0,0,0,0,0,0,0,0,0,0,0.00488,0,0,0,0,0,0,0,0,0,2
"379","1",0.002,0.34949,1.47969,0.32543,1.53052,0.41463,0.00226,0.0043,0,0,0.09245,16.87728,0,0,0,0.02924,0,0.10848,0,0.005,0.02062,0.01066,0,0.01383,0.81924,0.01226,0,0.14754,1.68826,0.27184,0,0,0,2
"380","1",0,0,0.1833,0,4.50991,0.63479,0,0.42107,0,0,0,0,0,0,0,0,0,0,0,0.08654,0.02796,0,0,0,0,0,0,0,0,0,0,0,0,2
"381","1",0,0,0.25562,0,0.6955,1.57817,0,0.0342,0,0,0,55.29806,0,0,0,0,0,0,0,0.03002,0,0,0,0,0,0,0,0,0.60418,0,0,0,0,1
"382","1",0,0,0,0,0,0,0,0.26699,0,0,0,0,0,0,0,0,0,0,0,0.1257,0.08975,0,0,0,0,0.037,0,0,0,0,0,0,0,2
"383","1",0,0,1.49776,0,0.13591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01545,0,0,0,0,0,0,0,0,0,0,0,2
"384","1",0,0,0.06256,0,0.34209,0,0,0,0,0,0,0,0,0,0,0.00993,0,0,0,0.19006,0.01996,0,0,0,0,0,0,0.41414,0,0,0,0,0,2
"385","1",0,0.00139,0.12584,0.22793,0.05627,0.74206,0,0.1021,0,0,0.32154,21.63861,0,0,0,0,0,0.51422,0,0.01417,0,0,0,0,0.98131,0,0,0,0,1.09021,0,0.00478,0,1
"386","1",0,0,0.18763,0,14.83697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03609,0.06316,0,0,0,0,0,0,0.73843,0.9397,0.29871,0,0,0,1
"387","1",0,0.49908,0.5888,6.55262,12.85904,10.08169,0,0.49785,0,0,0.30851,0,0,0,0,0.04453,0,0,0,0.03133,0,0,0,0.02198,0,0,0,0,0,3.71278,0,0,0,1
"388","0",0,0,1.09444,0,5.12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05644,0,0,0,0,0,0.00173,0,0.88646,0,0,0,0,0,2
"389","1",0,0,0,0,29.7689,27.72699,0,0,0,0,1.44008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"390","1",0,0.0073,2.22822,0,0.86345,0,0,0,0,0,0,14.62141,0.0119,0.00425,0,0,0,0.0809,0.01046,0,0,0.01481,0,0,0,0.04741,0,0.56484,0,2.98541,0,0,0,1
"391","0",0,0,0,11.57786,0.4171,0,0,0.01518,0,0,0,0,0,0,0,0,0,0,0,0.04209,0,0,0,0,0,0.00146,0,0,0,0.8415,0,0,0,2
"392","1",0,0,0,21.60557,0.39428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01779,0,0,0,0,0.00866,0,0,0,0,0,0,0,2
