"","group","s__Actinomyces_graevenitzii","s__Rothia_mucilaginosa","s__Collinsella_aerofaciens","s__Bacteroides_coprocola","s__Bacteroides_dorei","s__Bacteroides_plebeius","s__Butyricimonas_synergistica","s__Parabacteroides_goldsteinii","s__Porphyromonas_gingivalis","s__Alloprevotella_unclassified","s__Paraprevotella_clara","s__Prevotella_copri","s__Prevotella_histicola","s__Prevotella_melaninogenica","s__Prevotella_pallens","s__Gemella_haemolysans","s__Lactobacillus_crispatus","s__Lactobacillus_salivarius","s__Streptococcus_downei","s__Clostridium_asparagiforme","s__Pseudoflavonifractor_capillosus","s__Eubacterium_limosum","s__Coprococcus_eutactus","s__Oribacterium_sinus","s__Catenibacterium_mitsuokai","s__Erysipelotrichaceae_bacterium_2_2_44A","s__Anaeroglobus_geminatus","s__Megamonas_funiformis","s__Fusobacterium_mortiferum","s__Sutterella_wadsworthensis","s__Aeromonas_veronii","s__Klebsiella_unclassified","s__Aggregatibacter_aphrophilus","cluster"
"532","0",0,0,0,0,0,0,0,0.76858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868,0,0,0,0,0,0,0,2
"533","1",0,0,0.11966,23.53494,0.00201,13.55518,0,0.11664,0,0,0,0,0,0,0,0,0,0,0,0.1497,0,0,0,0,0,0.00217,0,0.54468,0,4.90061,0,0,0,1
"534","0",0,0.00034,0.32572,0.9785,0.11696,0,0,0,0,0,0.37441,63.36779,0,0,0,0,0,0,0,0.00756,0.03501,0,0,0.00578,0.61614,0,0,0,0,1.54893,0,0,0,1
"535","0",0,0.00666,0,0,0.97779,16.42119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12826,0,0.04806,0,0,0,0,0,1.47724,0,0,0,0,0,1
"536","1",0,0.00839,0.28081,0,12.71827,6.56445,0,0,0,0,0.84236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01905,0,0.00558,0.0155,1
"537","1",0,0.01008,5.59555,0,0.89026,13.32549,0,0,0,0,0.21967,0,0,0,0,0.01797,0,0.01112,0,0,0,0,0,0,0,0,0,0,1.85082,0,0,0.00246,0,1
"538","1",0,0.03534,0,0,11.7354,12.71462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08051,0.0056,0,0,0,0,0.00295,0,0,0,0,0,0.01135,0,2
"539","1",0,0.03423,2.40803,0,16.91376,16.25399,0,0.24887,0,0,0,0,0,0,0,0.01493,0,0.04448,0,0.00513,0,0,0,0.00236,0,0,0,0,0,0.57157,0,0,0,1
"540","0",0,0.02661,0.10898,4.45119,0,0,0.05336,0.10526,0,0,0,41.0777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95632,0,0,0,1
"541","0",0,0,0,0,0.0135,3.99248,0,0.14478,0,0,1.56401,0,0,0,0,0,0,0,0,0.14007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"542","0",0,0,0.08698,0.46726,0.08709,0.72541,0,0.01003,0,0,0.18846,65.73688,0,0,0,0,0,0,0,0,0.00054,0,0,0,0.50892,0,0,0,0,0.36376,0,0,0,1
"543","0",0,0.00408,0,0,0.2923,0,0,0,0,0,0,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0.00334,0,0,0.71511,1.57805,0,0,0,1
"544","1",0.00011,0.00624,0,1.38734,0.45362,0,0,0,0,0,0,0,0,0,0,0.01601,0,0,0.00696,0,0,0,0,0.00709,0,0,0,0,1.74013,0.36678,0,3.74951,0,1
"545","1",0,0,1.05226,0,0.00088,0,0,0.16596,0,0,0,0,0,0,0,0,0,0,0,0.0673,0.01396,0,0,0,0.5102,0.00421,0,0,1.35804,0,0,0,0,2
"546","1",0,0.01177,0.60397,0,5.25709,9.59781,0,0,0,0,0,0,0,0,0,0,0,0.00599,0,0.09596,0,0,0,0,0,0,0,0,0,4.29255,0,0,0,1
"547","0",0,0,0,0,13.13311,0,0,0.10719,0,0,0,0,0,0,0,0,0,0,0,0.11493,0,0,0,0,0,0.00091,0,0,0,0,0,0.01503,0,2
"548","1",0,0,1.97609,0,0.91904,2.20279,0,0.16916,0,0.00211,0.65167,0,0,0,0,0,0,0,0,0.07888,0,0,0,0,0,0,0,0,0,0.8848,0,0,0,1
"549","0",0,0.99351,2.84323,1.19662,0.05344,0,0,0.01336,0,0,0,7.837,0,0,0,0,0,0,0,0.01067,0,0,0,0.01449,0.935,0,0,0,0,2.89595,0,0.5169,0,1
"550","1",0,0,0.34656,0,0.1987,5.29455,0,0.37902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47286,0.05692,3.63852,0,0,0,1
"551","1",0.0518,0.00736,1.36817,0,2.87209,0,0,0.09997,0,0,0,0.00413,0,0,0,0.00814,0,0,0,0.05037,0.00134,0.00038,0,0.00438,0.33031,0,0,0,0,0,0,0,0,2
"552","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19127,0,0,0,1
"553","0",0,0,0.34431,2.42307,0.00703,2.66672,0,0,0,0,0.05234,68.93303,0,0,0,0,0,0,0,0,0,0,0,0,0.2681,0,0,0,0.38954,0,0,0,0,1
"554","1",0.02086,0.00497,1.00485,7.80889,0,0,0,0.17665,0,0,1.03119,0.00463,0.02373,0.00111,0.00685,0,0,0,0,0.00136,0,0,0,0.00259,0,0,0,0,0,8.55367,0,0,0,1
"555","1",0,0.20214,0.27751,0,9.33428,0,0,0.01413,0,0,0.67171,0,0,0,0,0,0,0.01084,0,0,0,0,0,0.00271,0,0,0,0.13558,0.05502,1.92047,0,0,0.08135,1
"556","1",0,0.05477,0.29872,0.54584,0.00383,1.13544,0,0,0,0,0.18058,49.67407,0,0,0,0.04287,0,0.04139,0,0,0,0,0,0,0,0,0,0.85889,7.09073,0.10273,0,0.08928,0,1
"557","1",0,0,0.49151,0,0.07784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"558","1",0,0,0.04687,0,1.38098,0,0,0.56923,0,0,0,0,0,0,0,0,0,0,0,0.07195,0,0,0,0,0,0,0,0,0,2.41729,0,0,0,2
"559","1",0,0.00244,0,0,1.54772,17.85124,0,0.04461,0,0,0,0,0,0,0,0,0,0,0,0.14419,0,0,0,0,0,0,0,0,3.20252,0,0,1.39836,0,1
"560","1",0,0.01675,0,0,5.11214,0,0,0.09203,0,0,0,29.28148,0,0,0,0,0,0,0,0.21817,0,0,0,0,0,0.00153,0,0,0,0,0,0,0,2
"561","1",0.00701,0,1.31059,0,0.87543,4.014,0,0.37534,0,0,0,0,0,0,0,0.00436,0,0,0,0.11699,0.00135,0,0,0,0,0.00667,0,0,0,1.14927,0,0,0,1
"562","0",0,0.02889,0.50585,0,0,0,0,0.00379,0,0,0,0,0,0,0,0.02792,0,0,0,0.00468,0,0,0,0,0,0,0,0.08622,0,0.79401,3.15961,0,0,1
"563","1",0.08736,0.07789,0.85555,0,0,0,0,0.0824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555,0,0,0,0,0,0,0,2
"564","0",0.00592,0.15909,0,0,0.54233,0,0,0,0,0,0,0,0,0,0,0.00746,0,2.81289,0,0.04472,0.00519,0,0,0,0,0.01667,0,0,0,0,0,0,0,2
"565","1",0,0.05309,0.7237,0,0.36571,4.40108,0,0,0,0,0,41.02245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28016,0.53671,0,0,0.01825,0,1
"566","1",0,0.09038,1.49816,2.10301,0.48277,1.83797,0,0.0031,0,0,0,0.68589,0,0,0,0.04735,0,0,0,0,0,0,0,0.00296,0,0,0,0.01922,1.407,0.05392,0,0,0.21646,1
"567","1",0,0,5.12865,0,0.18493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50549,0,0,0,2
"568","1",0,0,1.345,0,0.82361,1.58295,0,0.00215,0,0,1.50128,0,0,0,0,0,0,0,0,0.04489,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,1
"569","0",7e-05,0.02362,0.70702,0,0.00022,0,0,0,0,0,0,0,0.00058,0,0,0,0.01807,13.29623,0,0,0,0,0,0.0011,0,0,0,0,0,0.34809,0,0,0,2
"570","1",0,0,3.19819,6.37099,0.01136,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"571","0",0,0,2.4714,0,9.30919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12154,0.02418,0.01995,0,0,0,0.00889,0,0,0,0,0,0.00865,0,2
"572","1",0.00131,0,1.21181,3.79268,1.28875,2.13661,0,0.08314,0,0,0.1339,0,0,0,0,0,0.03537,0,0,0,0.00347,0,0,0,0,0,0,0,0,0,0,0.00257,0,1
"573","1",0,0.02198,1.38202,0,2.69942,0.02449,0,0,0,0,0.11704,12.83007,0.03473,0.03834,0,0.00234,0,0,0,0.00398,0,0,0,0.00971,0,0,0,0.11958,0,1.68864,0,0,0,1
"574","0",0,0,2.84669,8.22482,0.87234,3.64856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58148,0,0,0.06986,5.56682,0,0,0,0,1
"575","1",0,0.00475,0.23872,0,2.00594,0.30288,0,0,0,0,0,18.81684,0,0,0,0,0,0,0,0,0.06365,0,0,0,0.53432,0.00466,0,0.08019,0,0,0,0,0,1
"576","1",0,0,0,0,0.36759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0594,0,0,0,0,2
"577","1",0,0.0103,0.32498,0,3.97751,0,0,0.02977,0,0,2.13563,3.26293,0,0,0,0,0,0,0,0,0,0,0,0,5.85227,0,0,0,0,0,0,0,0,1
"578","1",0,0,0,0,0.14792,0,0,0.01553,0,0,0,0,0,0,0,0,0,0,0,0.00397,0.00893,0,0,0,0,0,0,0,0,1.26451,0,0.00584,0,2
"579","1",0,0,0,0,13.68718,18.39243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"580","1",0,0.00297,0.67287,3.39916,2.58039,1.65225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387,0.00071,0,0,0,0,0,0,0,0,3.64875,0,0,0,1
"581","1",0,0,0.21127,17.88791,0.29477,13.11695,0,0.03518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14468,0,0.34314,0,0,0,1
"582","1",0,0,0.62887,0,7.49932,3.29583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01399,0,0,0,0,0,0,0,0,1.21266,0,0,0,0,1
"583","0",0,0.00235,0.03712,0,0.4251,0,0.17818,0.39606,0,0,0,0,0,0,0,0.00031,0,0,0,0.0025,0.01048,0,0,0,0,0.00401,0,0,0,0,0,0,0,2
"584","1",0,0,0.19268,0,5.84704,0,0,0,0,0.00659,0,6.60583,0,0,0,0,0,0,0,0.04293,0,0,0,0,0,0.0025,0,0.78151,0,3.77176,0,0,0,2
"585","0",0.00178,0,0,0.00169,0.00309,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,4e-04,0,0,0,0,0,0.00519,0,0,0,0,0,0,0,2
"586","1",0,0.01452,2.23578,13.27424,0.04301,0,0,0,0,0,0,0,0,0,0,0,0,1.45977,0,0.00141,0,0,0,0,0,0,0,2.02331,0.06147,2.89557,0,0,0,1
"587","0",0,0.05037,0.86786,3.68736,0.09667,2.07348,0,0.00132,0,0,0,33.45749,0,0,0,0,0,0,0,0,0,0,0,0.01551,0,0,0,0,0,0.72151,0,0.01795,0,1
"588","1",0,0,1.16861,0,0.04191,4.84972,0,0.81314,0,0,0,0,0,0,0,0,0,0,0,0.03073,0.00289,0,0,0,0,0.01032,0,0,0,0,0,0,0,2
"589","0",0,0.02202,2.42811,2.26231,0.12985,2.35101,0,0,0,0,0.12999,0,0,0,0,0,0,0,0,0.00076,0.00215,0,0,0,0,0,0,0.56216,0,0.24469,0,0,0,1
"590","0",0.00263,0.22191,2.52336,23.65169,0.6917,8.15303,0,0.01925,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"591","0",0,0,0.50309,0,1.05669,0,0,0.05941,0,0,0,0,0,0,0,0,0,0,0,0.03052,0.0011,0,0,0,0,0.00073,0,0,0,0,0,0,0,2
"592","1",0,0.01107,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0.10945,0,0,0,0,0.01792,0,0,0.01724,0,0.03474,0,0,0,0,0,0.00426,0,2
"593","0",0,0,1.7149,0,12.62219,0,0,0.73525,0,0,0,0,0,0,0,0,0,0,0,0,0.01735,0,0,0,0,0.00055,0,0,0,0,0,0,0,2
"594","0",0,0.06633,0.32765,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519,0,0,0,0,0,0,2
"595","0",0,0.00572,0.30003,1.65143,0.01736,1.78231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04243,0.10564,0,0.02754,0,0,0.00944,0,0,0,1.2793,0,0,0,1
"596","0",0,0.00463,1.60694,0,1.8171,0,0,0,0,0,0.20307,0,0,0,0,0.00442,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47413,0,0.0028,0,1
"597","0",0,0.01851,0.45139,0,0.77814,0,0,0.01482,0,0,0.41142,0.00217,0,0,0,0.00728,0,1.0556,0,0.15541,0.00387,0,0,0,0,0.00045,0,0,0,0,0,0,0,2
"598","0",0,0.01867,0.55531,0,0.00303,0,0,0,0,0,0,49.22735,0,0,0,0,0,0,0,0.00224,0,0,0,0.00548,0,0,0,0,0,1.42789,0,0,0,1
"599","0",0,0,0,0,4.14822,0,0,0,0,0,0,0.00156,0,0,0,0,0,0,0,0.02952,0.00208,0,0,0,0,0,0,0,0,0.6911,0,0.13015,0,2
"600","0",0,0.17485,2.25271,0,13.45542,13.79897,0,0,0,0,0,0.00431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10593,0,0,0,0,1
"601","0",0,0.01217,0.56694,0,1.46249,0,0,0,0,0,1.43535,41.54362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08688,0,0,0,1
"602","0",0,0.02257,0,32.37184,0,5.64866,0,0.00476,0,0,0,0,0,0,0,0.00376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,1
"603","0",0,0,0.53861,0,15.01785,0,0,1.00644,0,0,0,0,0,0,0,0,0.12689,0.99257,0.09294,0.14275,0.06294,0,0,0,0,0.01009,0,0,0,0.39944,0,0,0,2
"604","0",0,0,1.61258,0,0.00146,0,0,0,0,0.00763,0,6.77122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"605","0",0,0,0.5038,0.00663,0.00789,31.33267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19265,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,2
"606","1",0.00747,0.0281,0.28361,4.02438,0.52238,1.24209,0,0.23247,0,0,0,0,0,0,0,0.00232,0,0,0,0.50126,0,0.17871,0,0.03297,1.11332,0.03316,0,0,0.5741,0.08465,0,0.30151,0,1
"607","1",0,0,0,0,1.55817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09909,0,0,0,0,0,0,0,0,0,1.13462,0,0,0,2
"608","1",0,0.04254,0.09375,0,0.63588,0,0,0,0,0,0.02507,40.01656,0,0,0,0,0.03368,17.3342,0,0,0,0,0,0,0.96405,0,0,0,0,1.7372,0,0.10391,0,1
"609","1",0,0.00815,1.27019,0,0.14906,0.00865,0,0.00838,0,0,0.00738,1.8476,0,0,0,0.00449,0,0.0287,0,0.00726,0,0,0,0,0.23971,0,0,0,0,0,0,0.03762,0,1
"610","0",0,0.01054,2.63368,15.09236,0.05108,6.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80983,0,0,0,1
"611","1",0.00054,0.001,1.3848,0,3.7845,0,0,0,0,0,1.23054,0,0,0,0,0.003,0,0,0,0,0,0.00868,0,0,0,0,0,0,28.07064,3.46992,0,0,0,1
"612","0",0,0.00777,1.586,17.31376,2.05176,10.42734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28636,0,0,0,1
"613","0",0,0.00133,0.51466,0,5.83843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02565,0,0,5.6681,0,0,0,2
"614","0",0,0.11535,2.1694,0,2.2201,6.12364,0,0,0,0,0,0,0,0,0,0,0.29637,0.80692,0,0.01137,0,0,0,0,0,0,0,0,0,3.75766,0,0,0,1
"615","0",0,0.00704,2.89696,0,0.07836,0,0,0.01649,0,0,0,2.56087,0,0,0,0.04156,0,0,0,0,0,0,0,0,0,0,0,0,1.6867,2.74643,0,0,0,1
"616","0",0,0.00408,1.08296,0,0.17831,0.20235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01048,0.03338,0,0,0,0,0.00257,0,0,0,0,0,0,0,2
"617","1",0,0.00474,0.62257,0,0,0.60927,0,0.28359,0,0,0,0,0,0,0,0,0,0,0,0.00169,0.00858,0,0,0,1.70871,0,0,0,0,1.03158,0,0,0,1
"618","0",0,0,2.07324,0,0.0975,4.35662,0,0,0,0,0.16073,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0.30385,0,0,0,0,0,1
"619","1",0.00727,0.03367,3.61575,0,0.04104,2.91476,0,0,0,0,0,0.00524,0,0,0,0.029,0,0,0,0.00138,0.00105,0.00397,0,0,0,0.00092,0,0,0,0,0,0,0,2
"620","0",0,0,1.84654,0,0.61144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03719,0.02084,0,0,0,0,0.00157,0,0,0,0,0,0,0,2
"621","1",0,0.00076,0.96713,0,0.12212,0.01614,0,0.11557,0,0,0.08204,7.75117,0,0,0,0,0,0,0,0,0.03296,0,0,0,1.18752,0,0,0,0,0,0,0,0,1
"622","1",0,0.00232,0.27725,0,2.54274,10.99816,0.0936,0.03307,0,0,0.30401,0.0017,0,0,0,0,0,0,0,0.15779,0.00076,0,0,0,0,0.00148,0,0,0,0,0,0,0,1
"623","1",0.11852,0.04809,2.57504,0,9.72235,6.57845,0,0,0,0,0,0,0,0,0,0.04206,0,0,0,0.07698,0,0,0,0.00556,0,0.00104,0,0,0,3.25361,0,0,0,1
"624","1",0,0,2.26882,0.01068,0.00402,12.47568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04528,0.03146,0,0,0,0,0.00355,0,0,0,0,0,0,0,2
"625","0",0.00864,0,0,0,0,7.26582,0,0,0,0,0,0,0,0,0,0.03403,0,0.00171,0,0.06351,0,0,0,0.00083,0,0.01344,0,0,0,0,0,0,0,1
"626","0",0.00138,0.0046,0.71648,10.46916,0.30925,11.67631,0,0,0,0,0,0,0,0,0,6e-04,0,0.00448,0,0,0,0,0,0.00869,0,0,0,4.9942,15.18334,0.14757,0,0,0,1
"627","1",0,0,0.55585,0,0.00071,0.00218,0,0.06372,0,0,0.71012,40.87173,0,0,0,0.03006,0,0,0,0.04323,0,0,0,0,1.01522,0,0,0,0,0.99051,0,0,0,1
"628","0",0,0.00659,5.29501,0,1.20722,14.10343,0,0.05029,0,0,0.80156,0,0,0,0,0.01237,0,0,0,0.08851,0,0,0,0,0,0.00269,0,0,0,0,0,0,0,1
"629","0",0,0,0.00037,0.00154,23.43251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42321,0.79567,0,0.00426,0,1
"630","1",0,0,1.15642,0.01371,0.00999,0.00851,0.00182,0.04029,0,0,0,0.28679,0,0,0,0,0,0,0,0.01603,0.00439,0.0061,0,0,0.59762,0,0,0.02459,0,0,0,0,0,1
"631","1",0,0.00348,0,0,8.0857,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0,0.00516,0.00286,0,0,0,0,0.0198,0,0,0,0.06317,0,0,0,2
"632","1",0,0.00072,11.39488,0,0.00139,0.02131,0,0.02556,0,0,0.04792,1.29005,0,0,0,0,0,0,0,0.00067,0,0,0,0,2.64857,0.02327,0,0.082,0,0.00164,0,0.00229,0,1
"633","1",0.00981,0,1.43652,0.04265,0.36353,0.00089,0,0.08701,0,0.00273,0.96952,0.03096,0,0,0,0,0,0,0,0.18142,0,0.02322,0,0,1.87638,0.00072,0,0,0,0,0,0,0,1
"634","1",0.0039,0.00071,0.63638,0,0.04492,0,0.01121,0.06943,0,0,0,0.00087,0,0,0,0,0,0,0,0.00682,0.01164,0,0,0,0,0.00059,0,0,0,0,0,0,0,2
"635","1",0,0,0.00039,8e-04,26.086,0.00031,0,0,0,0,0,0.02377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0,0.04409,0,0,0,1
"636","1",0.00348,0,5.5634,0,0.04378,0.09617,0,0,0,0,0,0.01557,0,0,0,0,0,0,0,0,0,0.17438,0,0,0.00089,0.00356,0,0,0,0,0,0,0,1
"637","1",0,0.04405,0,0,0.01335,0,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0.03503,0,0,0,0.1093,0,0,0.292,4.53377,0,0,0,1
"638","0",0,0,0.13234,0,0.30484,0.00659,0.01157,0.02881,0,0,0,0.00394,0,0,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0.64402,0.35624,0,0,0,0,1
"639","1",0,0.05249,0.44898,0,0.05354,0.00013,0,0.38327,0,0,0,0.01801,0,0,0,0.01638,0,0.18748,0,0.02234,0,0,0,0.00016,0.00105,0.01448,0,0,0.0579,0,0.00463,0,0,1
"640","0",0,0,0.70814,0,0.00944,2.61001,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0.00772,0,0,0,0,1
"641","1",0,0.28368,0.31364,3.28255,0.03409,3.49487,0.00351,0.03703,0,0,0.55619,26.37895,0,0,0,0.06185,0,0,0,0,0.00214,0.00465,0,0.00168,0,0,0,0.87176,0,0,0,0,0,1
"642","1",0,0.00034,0.27088,4.8917,0,4.11878,0,0.03015,0,0,0,0.00055,0,0,0,0,0,0,0,0.00417,0.00332,0,0,0,0.00432,0,0,0.01208,0,0,0,0,0,1
"643","1",0.01327,0.03168,1.0602,1.93649,0.18853,0.52198,0,0,0,0,0,0,0,0,0,0.0493,0,0,0,0.00252,0.00045,0.01303,0,0,0,0.00237,0,0.13316,1.57825,0.00193,0,0,0,1
"644","1",0.00273,0,0,0,0.04699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44392,0,0.0755,0,0,0,0.03092,0,0.00086,0,0.16716,0,0,0,2
"645","1",0.0189,0,2.60749,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0.06885,0.00089,0.07249,0,0.00167,0.00053,0.04582,0,0,0,0,0,0,0,2
"646","1",0,0,0,0,12.9747,0,0,0,0,0,0,0.00039,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0.00471,0,0,0,0.09821,0,0,0,2
"647","1",0,0,0.14628,0,0.82426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451,0.00175,0.00119,0,0,0.00086,0,0,0,0,0.00638,0,0,0,2
"648","1",0,0,3.30967,0,1.43462,2.61905,0,0.00455,0,0,0.39269,3.54842,0,0,0,0,0,0,0,0.04455,0,0.0082,0,0,0,0.00778,0,1.96915,9.27342,0,0,0,0,1
"649","1",0,0.00115,0.00047,0,0.00895,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01194,0,0,0,0,0,0.01489,0,2
"650","0",0,0.00822,1.87954,0,1.1003,0.00673,0,0,0,0,0,0.00346,0,0,0,0,0,0.08748,0,0,0,0,0,0.01239,0,0.00181,0,0.4402,0.01497,0,0,0,0,1
"651","1",0,0.00094,1.31954,0,0.23112,0,0,0,0,0,0,40.02808,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"652","1",0,0,0,0,1.81521,0,2e-04,0.22849,0,0,0,0,0,0,0,0,0,0,0,0.01977,0,0,0,0,0,0,0,2.20792,0,1.05843,0,0.04434,0,1
"653","1",0,0,0.48223,0,0.04718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0,0,0,0.00283,0,0,0,2
"654","0",0,0.00386,0.00252,4.04814,0.00803,3.65333,0,0.0284,0,0,0,0.00076,0,0,0,7e-04,0,0,0,0.20266,0,0,0,0,0,0.00629,0,0.57882,0.0075,0,0,0.01005,0,1
"655","1",0,0.01516,0.00023,0,0.57751,0,0,0.00846,0,0,0,0.00129,0,0,0,0,0,0,0,0.17536,0,0.13329,0,0,0,0.00861,0,0,0,0,0,0,0.00355,2
"656","1",0,0.01226,1.47502,0,0.14999,0.00035,0,0.06715,0.12926,0,0,0.01686,0,0,0,0,0,0,0,0.02217,0.01488,0.0922,0.21817,0,0.00059,0.00122,0,0,0,0.00029,0,0,0,2
"657","1",0.00016,0,0.69444,0,0.63605,0,0,0.02828,0,0,0,0,0,0,0,0,0,0,0,0.10162,0.04387,0.05317,0,0,0.00172,0.0048,0,0,0,0,0,0.01193,0,2
"658","1",0.0746,0.05998,3.57692,0,0.07234,0.65871,0,0.01481,0,0,0,0.00282,0,0,0,0.01033,0,0,0,0,0,0,0,0.03424,0,0,0,0,0.0151,0,0,0,0,1
"659","1",0,0,0.0368,0,0.09181,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0.03504,0.00224,0,0,0,0,0.00109,0,0,1.0265,0,0,0,0,2
"660","1",0.11604,0.00303,9.08869,0.00172,0.23681,0.006,0,0.02402,0,0,0,11.72124,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.00057,0.01652,0,0,0,0,1
"661","1",0,0,4.60029,0,0.32834,0.00044,0.0029,0.00856,0,0,0,0.00409,0,0,0,0,0.01745,0.04342,0,0.14314,0.00129,0.01722,0,0,0,0.00926,0,0,0,0,0,0,0,1
"662","0",0.00054,0.03838,0,0,0,0.44821,0,0,0,0,0,0,0,0,0,0.00378,0,0,0,0,0,0,0,0.03141,0,0.0033,0,0.00383,0,0,0,0,0,1
"663","1",0,0,0,0,0,0,0,0,0,0,0,0.79688,0,0,0,0,0,0.00203,0,0.03001,0,0,0,0,0,0,0,0,0.06185,0.47442,0,0,0,1
"664","1",0.01891,0.14297,3.55901,0,0,0,0,0,0,0,0,0.40611,0,0,0,0.01975,0,0.04687,0,0.12195,0,0,0,0.01779,0,0.01869,0,0,0,2.51527,0,0,0,2
"665","1",0,0,1.50035,0.94374,0.28797,1.02136,0.00173,0,0,0,0,18.60985,0,0,0,0,0,0,0,0.01447,0.00051,0,0,0,1.28008,0,0,0,0,0.44798,0,0,0,1
"666","1",0.02098,0,2.92178,0.3835,0.00529,0.42259,0,1.41374,0,0,0,0.00227,0,0,0,0,0,0,0,0.06754,0.07514,0.06798,0,0,0,0.00854,0,0,0,0,0,0.00405,0,1
"667","1",0.00229,6e-04,0.24112,0.00324,0,0,0.01327,0.02303,2.85184,0.19468,0,0.00149,0,0,0,0,0,0,0,0.04521,0.00511,0.00115,0,0,0,0.00131,0,0,0,0,0,0,0,2
"668","1",0,0.08384,4.05674,1.50116,0.41375,0.27248,0.00289,0.06054,0,0.06348,0,0.00854,0,0,0,0.00083,0,0,0,0.02121,0.01276,0.44969,0,0,0,0.00673,0,0.00132,0,0,0,0,0,1
"669","1",0.00845,0.00319,0,0,2.58018,0,0,0,0,0,0,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01101,0,0,0,0,0,0,0,2
